location,continent,date,iso_code,tests_units_status,cardiovasc_death_rate,Deathp100K,diabetes_prevalence,extreme_poverty,female_smokers,gdp_per_capita,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,male_smokers,Age,Mortality Rate,new_cases,new_cases_per_million,new_deaths,new_deaths_per_million,new_tests,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,Number of Records,population,population_density,positive_rate,stringency_index,tests_per_case,total_cases,total_cases_per_million,total_deaths,total_deaths_per_million,total_tests,total_tests_per_thousand,Waterfall
Colombia,South America,23-07-2020,COL,samples tested,124.24,14.49,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,56,3.375482997,7390,145.235,207,4.068,28434,0.559,26775,0.526,1,50882884,44.223,0.284,87.04,3.519,218428,4292.76,7373,144.901,1320935,25.96,-7373
Colombia,South America,24-07-2020,COL,samples tested,124.24,15.11,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,23,3.396164737,7945,156.143,315,6.191,28567,0.561,27134,0.533,1,50882884,44.223,0.28,87.04,3.572,226373,4448.903,7688,151.092,1349502,26.52,-7688
Colombia,South America,25-07-2020,COL,samples tested,124.24,15.67,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,23,3.414817955,7168,140.873,287,5.64,29541,0.581,27580,0.542,1,50882884,44.223,0.266,87.04,3.756,233541,4589.775,7975,156.732,1379043,27.1,-7975
Colombia,South America,26-07-2020,COL,samples tested,124.24,16.25,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,20,3.434041405,7254,142.563,294,5.778,30081,0.591,28437,0.559,1,50882884,44.223,0.252,87.04,3.974,240795,4732.338,8269,162.51,1409124,27.69,-8269
Colombia,South America,27-07-2020,COL,samples tested,124.24,16.75,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,17,3.424024806,8181,160.781,256,5.031,30312,0.596,28986,0.57,1,50882884,44.223,0.255,87.04,3.925,248976,4893.119,8525,167.542,1439436,28.29,-8525
Colombia,South America,28-07-2020,COL,samples tested,124.24,17.25,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,17,3.413833474,8125,159.68,252,4.953,31177,0.613,29559,0.581,1,50882884,44.223,0.257,87.04,3.897,257101,5052.799,8777,172.494,1470613,28.9,-8777
Colombia,South America,29-07-2020,COL,samples tested,124.24,17.83,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,14,3.393608467,10284,202.111,297,5.837,32196,0.633,30044,0.59,1,50882884,44.223,0.268,87.04,3.732,267385,5254.91,9074,178.331,1502809,29.54,-9074
Colombia,South America,30-07-2020,COL,samples tested,124.24,18.58,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,26,3.424679865,8670,170.391,380,7.468,34880,0.685,30965,0.609,1,50882884,44.223,0.266,87.04,3.761,276055,5425.302,9454,185.799,1537689,30.22,-9454
Colombia,South America,31-07-2020,COL,samples tested,124.24,19.28,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,34,3.429830082,9965,195.842,356,6.996,35990,0.707,32025,0.629,1,50882884,44.223,0.266,87.04,3.758,286020,5621.144,9810,192.796,1573679,30.93,-9810
Colombia,South America,01-08-2020,COL,samples tested,124.24,19.86,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,30,3.419535173,9488,186.467,295,5.798,36050,0.708,32955,0.648,1,50882884,44.223,0.269,87.04,3.723,295508,5807.611,10105,198.593,1609729,31.64,-10105
Colombia,South America,02-08-2020,COL,samples tested,124.24,20.3,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,74,3.373821367,10673,209.756,225,4.422,37666,0.74,34039,0.669,1,50882884,44.223,0.274,87.04,3.644,306181,6017.367,10330,203.015,1647395,32.38,-10330
Colombia,South America,03-08-2020,COL,samples tested,124.24,20.93,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,29,3.352736179,11470,225.42,320,6.289,38135,0.749,35156,0.691,1,50882884,44.223,0.279,87.04,3.583,317651,6242.787,10650,209.304,1685530,33.13,-10650
Colombia,South America,04-08-2020,COL,samples tested,124.24,21.65,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,24,3.360378222,10199,200.441,367,7.213,37978,0.746,36128,0.71,1,50882884,44.223,0.28,87.04,3.575,327850,6443.228,11017,216.517,1723508,33.87,-11017
Colombia,South America,05-08-2020,COL,samples tested,124.24,22.24,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,38,3.377823684,7129,140.106,298,5.857,38264,0.752,36995,0.727,1,50882884,44.223,0.261,87.04,3.831,334979,6583.334,11315,222.373,1761772,34.62,-11315
Colombia,South America,25-03-2020,COL,samples tested,124.24,0.01,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,23,0.793650794,72,1.415,0,0,746,0.015,587,0.012,1,50882884,44.223,0.076,87.96,13.128,378,7.429,3,0.059,8797,0.17,-3
Colombia,South America,26-03-2020,COL,samples tested,124.24,0.01,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,22,0.85106383,92,1.808,1,0.02,431,0.008,552,0.011,1,50882884,44.223,0.095,87.96,10.5,470,9.237,4,0.079,9228,0.18,-4
Colombia,South America,27-03-2020,COL,samples tested,124.24,0.01,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,26,1.221995927,21,0.413,2,0.039,258,0.005,531,0.01,1,50882884,44.223,0.098,87.96,10.24,491,9.65,6,0.118,9486,0.19,-6
Colombia,South America,28-03-2020,COL,samples tested,124.24,0.01,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,75,1.113172542,48,0.943,0,0,1365,0.027,684,0.013,1,50882884,44.223,0.08,87.96,12.567,539,10.593,6,0.118,10851,0.21,-6
Colombia,South America,29-03-2020,COL,samples tested,124.24,0.01,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,74,0.986842105,69,1.356,0,0,1474,0.029,774,0.015,1,50882884,44.223,0.073,87.96,13.613,608,11.949,6,0.118,12325,0.24,-6
Colombia,South America,30-03-2020,COL,samples tested,124.24,0.02,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,78,1.424501425,94,1.847,4,0.079,1491,0.029,933,0.018,1,50882884,44.223,0.072,87.96,13.985,702,13.796,10,0.197,13816,0.27,-10
Colombia,South America,31-03-2020,COL,samples tested,124.24,0.03,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,79,1.754385965,96,1.887,4,0.079,4047,0.08,1402,0.028,1,50882884,44.223,0.05,87.96,19.947,798,15.683,14,0.275,17863,0.35,-14
Colombia,South America,01-04-2020,COL,samples tested,124.24,0.03,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,75,1.766004415,108,2.123,2,0.039,2390,0.047,1637,0.032,1,50882884,44.223,0.046,87.96,21.703,906,17.806,16,0.314,20253,0.4,-16
Colombia,South America,02-04-2020,COL,samples tested,124.24,0.03,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,21,1.596244131,159,3.125,1,0.02,1159,0.023,1741,0.034,1,50882884,44.223,0.049,87.96,20.482,1065,20.93,17,0.334,21412,0.42,-17
Colombia,South America,03-04-2020,COL,samples tested,124.24,0.04,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,33,1.636520241,96,1.887,2,0.039,1340,0.026,1895,0.037,1,50882884,44.223,0.051,87.96,19.799,1161,22.817,19,0.373,22752,0.45,-19
Colombia,South America,04-04-2020,COL,samples tested,124.24,0.05,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,24,1.973164957,106,2.083,6,0.118,1104,0.022,1858,0.037,1,50882884,44.223,0.056,87.96,17.865,1267,24.9,25,0.491,23856,0.47,-25
Colombia,South America,05-04-2020,COL,samples tested,124.24,0.06,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,39,2.275960171,139,2.732,7,0.138,1691,0.033,1889,0.037,1,50882884,44.223,0.06,87.96,16.57,1406,27.632,32,0.629,25547,0.5,-32
Colombia,South America,06-04-2020,COL,samples tested,124.24,0.07,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,23,2.356902357,79,1.553,3,0.059,2421,0.048,2022,0.04,1,50882884,44.223,0.055,87.96,18.077,1485,29.185,35,0.688,27968,0.55,-35
Colombia,South America,07-04-2020,COL,samples tested,124.24,0.09,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,21,2.913236225,94,1.847,11,0.216,2760,0.054,1838,0.036,1,50882884,44.223,0.061,87.96,16.474,1579,31.032,46,0.904,30728,0.6,-46
Colombia,South America,08-04-2020,COL,samples tested,124.24,0.1,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,21,2.808988764,201,3.95,4,0.079,3130,0.062,1944,0.038,1,50882884,44.223,0.064,87.96,15.57,1780,34.982,50,0.983,33858,0.67,-50
Colombia,South America,09-04-2020,COL,samples tested,124.24,0.11,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,30,2.677702045,274,5.385,5,0.098,1335,0.026,1969,0.039,1,50882884,44.223,0.072,87.96,13.936,2054,40.367,55,1.081,35193,0.69,-55
Colombia,South America,10-04-2020,COL,samples tested,124.24,0.14,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,32,3.10391363,169,3.321,14,0.275,2683,0.053,2161,0.042,1,50882884,44.223,0.07,87.96,14.244,2223,43.689,69,1.356,37876,0.74,-69
Colombia,South America,11-04-2020,COL,samples tested,124.24,0.16,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,21,3.234937323,250,4.913,11,0.216,2742,0.054,2395,0.047,1,50882884,44.223,0.072,87.96,13.901,2473,48.602,80,1.572,40618,0.8,-80
Colombia,South America,12-04-2020,COL,samples tested,124.24,0.2,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,22,3.69139904,236,4.638,20,0.393,1162,0.023,2319,0.046,1,50882884,44.223,0.08,87.96,12.458,2709,53.24,100,1.965,41780,0.82,-100
Colombia,South America,13-04-2020,COL,samples tested,124.24,0.21,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,21,3.926512968,67,1.317,9,0.177,1256,0.025,2153,0.042,1,50882884,44.223,0.086,87.96,11.674,2776,54.557,109,2.142,43036,0.85,-109
Colombia,South America,27-04-2020,COL,samples tested,124.24,0.48,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,21,4.517568321,237,4.658,10,0.197,3793,0.075,3686,0.072,1,50882884,44.223,0.062,90.74,16.258,5379,105.713,243,4.776,90899,1.79,-243
Colombia,South America,28-04-2020,COL,samples tested,124.24,0.5,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,25,4.520278721,218,4.284,10,0.197,4186,0.082,3818,0.075,1,50882884,44.223,0.061,90.74,16.498,5597,109.998,253,4.972,95085,1.87,-253
Colombia,South America,29-04-2020,COL,samples tested,124.24,0.53,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,25,4.521768364,352,6.918,16,0.314,5068,0.1,4107,0.081,1,50882884,44.223,0.063,90.74,15.972,5949,116.916,269,5.287,100153,1.97,-269
Colombia,South America,30-04-2020,COL,samples tested,124.24,0.55,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,22,4.475929802,262,5.149,9,0.177,4504,0.089,4256,0.084,1,50882884,44.223,0.062,90.74,16.06,6211,122.065,278,5.464,104657,2.06,-278
Colombia,South America,01-05-2020,COL,samples tested,124.24,0.58,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,26,4.502843092,296,5.817,15,0.295,4293,0.084,4424,0.087,1,50882884,44.223,0.063,90.74,15.914,6507,127.882,293,5.758,108950,2.14,-293
Colombia,South America,02-05-2020,COL,samples tested,124.24,0.62,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,26,4.481872681,499,9.807,21,0.413,5652,0.111,4793,0.094,1,50882884,44.223,0.063,90.74,15.789,7006,137.689,314,6.171,114602,2.25,-314
Colombia,South America,03-05-2020,COL,samples tested,124.24,0.64,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,24,4.447494852,279,5.483,10,0.197,4199,0.083,4528,0.089,1,50882884,44.223,0.068,90.74,14.79,7285,143.172,324,6.368,118801,2.34,-324
Colombia,South America,04-05-2020,COL,samples tested,124.24,0.67,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,24,4.434011476,383,7.527,16,0.314,4228,0.083,4590,0.09,1,50882884,44.223,0.071,90.74,14.037,7668,150.699,340,6.682,123029,2.42,-340
Colombia,South America,05-05-2020,COL,samples tested,124.24,0.7,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,24,4.490154271,305,5.994,18,0.354,4076,0.08,4574,0.09,1,50882884,44.223,0.074,90.74,13.476,7973,156.693,358,7.036,127105,2.5,-358
