location,continent,date,iso_code,tests_units_status,cardiovasc_death_rate,Deathp100K,diabetes_prevalence,extreme_poverty,female_smokers,gdp_per_capita,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,male_smokers,Age,Mortality Rate,new_cases,new_cases_per_million,new_deaths,new_deaths_per_million,new_tests,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,Number of Records,population,population_density,positive_rate,stringency_index,tests_per_case,total_cases,total_cases_per_million,total_deaths,total_deaths_per_million,total_tests,total_tests_per_thousand,Waterfall
Mexico,North America,09-04-2020,MEX,people tested,152.78,0.13,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,33,5.469977994,396,3.071,33,0.256,1627,0.013,1624,0.013,1,128932753,66.444,0.159,82.41,6.305,3181,24.672,174,1.35,31725,0.25,-174
Mexico,North America,10-04-2020,MEX,people tested,152.78,0.15,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,23,5.63789596,260,2.017,20,0.155,1920,0.015,1652,0.013,1,128932753,66.444,0.167,82.41,5.989,3441,26.688,194,1.505,33645,0.26,-194
Mexico,North America,11-04-2020,MEX,people tested,152.78,0.18,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,23,6.061394381,403,3.126,39,0.302,1374,0.011,1694,0.013,1,128932753,66.444,0.182,82.41,5.5,3844,29.814,233,1.807,35019,0.27,-233
Mexico,North America,12-04-2020,MEX,people tested,152.78,0.21,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,27,6.470727661,375,2.908,40,0.31,1186,0.009,1749,0.014,1,128932753,66.444,0.19,82.41,5.257,4219,32.722,273,2.117,36205,0.28,-273
Mexico,North America,13-04-2020,MEX,people tested,152.78,0.23,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,20,6.350568548,442,3.428,23,0.178,2790,0.022,1864,0.014,1,128932753,66.444,0.193,82.41,5.182,4661,36.151,296,2.296,38995,0.3,-296
Mexico,North America,14-04-2020,MEX,people tested,152.78,0.26,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,22,6.621459912,353,2.738,36,0.279,2872,0.022,1991,0.015,1,128932753,66.444,0.185,82.41,5.412,5014,38.888,332,2.575,41867,0.33,-332
Mexico,North America,15-04-2020,MEX,people tested,152.78,0.31,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,21,7.519911095,385,2.986,74,0.574,2767,0.021,2077,0.016,1,128932753,66.444,0.18,82.41,5.562,5399,41.875,406,3.149,44634,0.35,-406
Mexico,North America,16-04-2020,MEX,people tested,152.78,0.35,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,22,7.679151702,448,3.475,43,0.334,2662,0.021,2224,0.017,1,128932753,66.444,0.171,82.41,5.839,5847,45.349,449,3.482,47296,0.37,-449
Mexico,North America,17-04-2020,MEX,people tested,152.78,0.38,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,20,7.717960934,450,3.49,37,0.287,2992,0.023,2378,0.018,1,128932753,66.444,0.172,82.41,5.828,6297,48.839,486,3.769,50288,0.39,-486
Mexico,North America,18-04-2020,MEX,people tested,152.78,0.42,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,24,7.941818182,578,4.483,60,0.465,1606,0.012,2411,0.019,1,128932753,66.444,0.18,82.41,5.568,6875,53.322,546,4.235,51894,0.4,-546
Mexico,North America,19-04-2020,MEX,people tested,152.78,0.5,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,28,8.670134721,622,4.824,104,0.807,1473,0.011,2452,0.019,1,128932753,66.444,0.191,82.41,5.236,7497,58.147,650,5.041,53367,0.41,-650
Mexico,North America,20-04-2020,MEX,people tested,152.78,0.53,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,32,8.304079409,764,5.926,36,0.279,3555,0.028,2561,0.02,1,128932753,66.444,0.201,82.41,4.98,8261,64.072,686,5.321,56922,0.44,-686
Mexico,North America,21-04-2020,MEX,people tested,152.78,0.55,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,22,8.116735066,511,3.963,26,0.202,3289,0.026,2621,0.02,1,128932753,66.444,0.205,82.41,4.882,8772,68.035,712,5.522,60211,0.47,-712
Mexico,North America,22-04-2020,MEX,people tested,152.78,0.66,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,22,9.020103147,729,5.654,145,1.125,3167,0.025,2678,0.021,1,128932753,66.444,0.219,82.41,4.57,9501,73.69,857,6.647,63378,0.49,-857
Mexico,North America,23-04-2020,MEX,people tested,152.78,0.75,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,22,9.199544765,1043,8.089,113,0.876,3443,0.027,2789,0.022,1,128932753,66.444,0.241,82.41,4.156,10544,81.779,970,7.523,66821,0.52,-970
Mexico,North America,24-04-2020,MEX,people tested,152.78,0.83,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,19,9.189375054,1089,8.446,99,0.768,3889,0.03,2917,0.023,1,128932753,66.444,0.261,82.41,3.827,11633,90.225,1069,8.291,70710,0.55,-1069
Mexico,North America,25-04-2020,MEX,people tested,152.78,0.95,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,26,9.485705407,1239,9.61,152,1.179,2158,0.017,2996,0.023,1,128932753,66.444,0.286,82.41,3.497,12872,99.835,1221,9.47,72868,0.57,-1221
Mexico,North America,26-04-2020,MEX,people tested,152.78,1.01,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,23,9.427828349,970,7.523,84,0.652,1891,0.015,3056,0.024,1,128932753,66.444,0.297,82.41,3.371,13842,107.358,1305,10.122,74759,0.58,-1305
Mexico,North America,27-04-2020,MEX,people tested,152.78,1.05,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,28,9.204878381,835,6.476,46,0.357,4215,0.033,3150,0.024,1,128932753,66.444,0.291,82.41,3.437,14677,113.835,1351,10.478,78974,0.61,-1351
Mexico,North America,28-04-2020,MEX,people tested,152.78,1.11,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,25,9.234335759,852,6.608,83,0.644,4328,0.034,3299,0.026,1,128932753,66.444,0.293,82.41,3.418,15529,120.443,1434,11.122,83302,0.65,-1434
Mexico,North America,29-04-2020,MEX,people tested,152.78,1.22,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,29,9.366045845,1223,9.486,135,1.047,4645,0.036,3510,0.027,1,128932753,66.444,0.295,82.41,3.388,16752,129.928,1569,12.169,87947,0.68,-1569
Mexico,North America,30-04-2020,MEX,people tested,152.78,1.34,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,37,9.730883758,1047,8.121,163,1.264,5005,0.039,3733,0.029,1,128932753,66.444,0.278,82.41,3.602,17799,138.049,1732,13.433,92952,0.72,-1732
Mexico,North America,01-05-2020,MEX,people tested,152.78,1.44,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,31,9.670203912,1425,11.052,127,0.985,3029,0.023,3610,0.028,1,128932753,66.444,0.3,82.41,3.329,19224,149.101,1859,14.418,95981,0.74,-1859
Mexico,North America,02-05-2020,MEX,people tested,152.78,1.53,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,28,9.508655191,1515,11.75,113,0.876,2760,0.021,3696,0.029,1,128932753,66.444,0.304,82.41,3.289,20739,160.851,1972,15.295,98741,0.77,-1972
Mexico,North America,03-05-2020,MEX,people tested,152.78,1.6,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,20,9.330858385,1349,10.463,89,0.69,2712,0.021,3813,0.03,1,128932753,66.444,0.309,82.41,3.237,22088,171.314,2061,15.985,101453,0.79,-2061
Mexico,North America,04-05-2020,MEX,people tested,152.78,1.67,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,20,9.177282604,1383,10.727,93,0.721,5839,0.045,4045,0.031,1,128932753,66.444,0.311,82.41,3.22,23471,182.041,2154,16.706,107292,0.83,-2154
Mexico,North America,05-05-2020,MEX,people tested,152.78,1.76,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,24,9.118650873,1434,11.122,117,0.907,4958,0.038,4135,0.032,1,128932753,66.444,0.324,82.41,3.087,24905,193.163,2271,17.614,112250,0.87,-2271
Mexico,North America,06-05-2020,MEX,people tested,152.78,1.94,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,28,9.633045149,1120,8.687,236,1.83,5598,0.043,4272,0.033,1,128932753,66.444,0.31,82.41,3.225,26025,201.849,2507,19.444,117848,0.91,-2507
Mexico,North America,07-05-2020,MEX,people tested,152.78,2.1,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,28,9.785047405,1609,12.479,197,1.528,5707,0.044,4372,0.034,1,128932753,66.444,0.321,82.41,3.112,27634,214.329,2704,20.972,123555,0.96,-2704
Mexico,North America,08-05-2020,MEX,people tested,152.78,2.3,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,22,9.997974068,1982,15.372,257,1.993,6039,0.047,4802,0.037,1,128932753,66.444,0.309,82.41,3.235,29616,229.701,2961,22.965,129594,1.01,-2961
Mexico,North America,09-05-2020,MEX,people tested,152.78,2.45,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,18,10.02474462,1906,14.783,199,1.543,3394,0.026,4892,0.038,1,128932753,66.444,0.315,82.41,3.176,31522,244.484,3160,24.509,132988,1.03,-3160
Mexico,North America,10-05-2020,MEX,people tested,152.78,2.6,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,33,10.0209205,1938,15.031,193,1.497,2686,0.021,4889,0.038,1,128932753,66.444,0.332,82.41,3.009,33460,259.515,3353,26.006,135674,1.05,-3353
Mexico,North America,11-05-2020,MEX,people tested,152.78,2.69,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,28,9.893781052,1562,12.115,112,0.869,6722,0.052,5015,0.039,1,128932753,66.444,0.329,82.41,3.039,35022,271.63,3465,26.874,142396,1.1,-3465
Mexico,North America,12-05-2020,MEX,people tested,152.78,2.77,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,77,9.835659427,1305,10.122,108,0.838,6861,0.053,5287,0.041,1,128932753,66.444,0.309,82.41,3.24,36327,281.752,3573,27.712,149257,1.16,-3573
Mexico,North America,13-05-2020,MEX,people tested,152.78,3.04,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,23,10.24423338,1997,15.489,353,2.738,6835,0.053,5463,0.042,1,128932753,66.444,0.322,82.41,3.109,38324,297.24,3926,30.45,156092,1.21,-3926
Mexico,North America,14-05-2020,MEX,people tested,152.78,3.27,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,23,10.50116956,1862,14.442,294,2.28,7106,0.055,5663,0.044,1,128932753,66.444,0.317,82.41,3.158,40186,311.682,4220,32.73,163198,1.27,-4220
Mexico,North America,15-05-2020,MEX,people tested,152.78,3.47,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,29,10.51062331,2409,18.684,257,1.993,7613,0.059,5888,0.046,1,128932753,66.444,0.315,82.41,3.176,42595,330.366,4477,34.724,170811,1.33,-4477
Mexico,North America,16-05-2020,MEX,people tested,152.78,3.7,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,15,10.58580565,2437,18.901,290,2.249,4127,0.032,5993,0.046,1,128932753,66.444,0.322,82.41,3.105,45032,349.267,4767,36.973,174938,1.36,-4767
Mexico,North America,17-05-2020,MEX,people tested,152.78,3.91,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,19,10.70125573,2112,16.381,278,2.156,2834,0.022,6014,0.047,1,128932753,66.444,0.325,82.41,3.076,47144,365.648,5045,39.129,177772,1.38,-5045
Mexico,North America,18-05-2020,MEX,people tested,152.78,4.02,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,24,10.51829578,2075,16.094,132,1.024,8373,0.065,6250,0.048,1,128932753,66.444,0.325,82.41,3.082,49219,381.742,5177,40.153,186145,1.44,-5177
Mexico,North America,19-05-2020,MEX,people tested,152.78,4.14,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,79,10.32672903,2414,18.723,155,1.202,7571,0.059,6351,0.049,1,128932753,66.444,0.344,82.41,2.905,51633,400.465,5332,41.355,193716,1.5,-5332
Mexico,North America,20-05-2020,MEX,people tested,152.78,4.39,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,42,10.42579031,2713,21.042,334,2.59,8134,0.063,6537,0.051,1,128932753,66.444,0.35,82.41,2.856,54346,421.507,5666,43.945,201850,1.57,-5666
Mexico,North America,21-05-2020,MEX,people tested,152.78,4.72,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,46,10.76085804,2248,17.435,424,3.289,8085,0.063,6677,0.052,1,128932753,66.444,0.351,82.41,2.849,56594,438.942,6090,47.234,209935,1.63,-6090
Mexico,North America,22-05-2020,MEX,people tested,152.78,5.05,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,30,10.92887001,2973,23.059,420,3.258,8442,0.065,6795,0.053,1,128932753,66.444,0.357,82.41,2.803,59567,462.001,6510,50.491,218377,1.69,-6510
Mexico,North America,23-05-2020,MEX,people tested,152.78,5.42,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,30,11.17757129,2960,22.958,479,3.715,4322,0.034,6823,0.053,1,128932753,66.444,0.366,82.41,2.73,62527,484.958,6989,54.207,222699,1.73,-6989
Mexico,North America,24-05-2020,MEX,people tested,152.78,5.57,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,26,10.90105685,3329,25.82,190,1.474,3477,0.027,6915,0.054,1,128932753,66.444,0.387,82.41,2.587,65856,510.778,7179,55.68,226176,1.75,-7179
Mexico,North America,25-05-2020,MEX,people tested,152.78,5.73,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,21,10.77528417,2764,21.438,215,1.668,9295,0.072,7047,0.055,1,128932753,66.444,0.393,82.41,2.543,68620,532.215,7394,57.348,235471,1.83,-7394
Mexico,North America,26-05-2020,MEX,people tested,152.78,5.92,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,23,10.73482877,2485,19.274,239,1.854,8960,0.069,7245,0.056,1,128932753,66.444,0.384,82.41,2.605,71105,551.489,7633,59.201,244431,1.9,-7633
Mexico,North America,27-05-2020,MEX,people tested,152.78,6.31,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,24,10.90933476,3455,26.797,501,3.886,9280,0.072,7409,0.057,1,128932753,66.444,0.39,82.41,2.566,74560,578.286,8134,63.087,253711,1.97,-8134
Mexico,North America,28-05-2020,MEX,people tested,152.78,6.67,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,28,11.01854581,3463,26.859,463,3.591,8784,0.068,7509,0.058,1,128932753,66.444,0.408,82.41,2.453,78023,605.145,8597,66.678,262495,2.04,-8597
Mexico,North America,29-05-2020,MEX,people tested,152.78,7.01,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,28,11.11056511,3377,26.192,447,3.467,9113,0.071,7604,0.059,1,128932753,66.444,0.41,82.41,2.438,81400,631.337,9044,70.145,271608,2.11,-9044
Mexico,North America,30-05-2020,MEX,people tested,152.78,7.3,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,19,11.12529098,3227,25.029,371,2.877,5154,0.04,7723,0.06,1,128932753,66.444,0.409,82.41,2.446,84627,656.365,9415,73.023,276762,2.15,-9415
Mexico,North America,31-05-2020,MEX,people tested,152.78,7.58,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,41,11.1744675,2885,22.376,364,2.823,3750,0.029,7762,0.06,1,128932753,66.444,0.399,82.41,2.509,87512,678.741,9779,75.846,280512,2.18,-9779
India,Asia,20-03-2020,IND,samples tested,282.28,0,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,21,2.094240838,26,0.019,1,0.001,1060,0.001,1125,0.001,1,1380004385,450.419,0.015,70.83,67.888,191,0.138,4,0.003,14376,0.01,-4
India,Asia,01-07-2020,IND,samples tested,282.28,1.26,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,30,2.971854488,18653,13.517,507,0.367,217931,0.158,210525,0.153,1,1380004385,450.419,0.088,74.07,11.396,585493,424.269,17400,12.609,8826585,6.4,-17400
India,Asia,02-07-2020,IND,samples tested,282.28,1.29,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,23,2.949518805,19148,13.875,434,0.314,229588,0.166,213627,0.155,1,1380004385,450.419,0.088,74.07,11.369,604641,438.144,17834,12.923,9056173,6.56,-17834
India,Asia,03-07-2020,IND,samples tested,282.28,1.32,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,42,2.911545791,20903,15.147,379,0.275,241576,0.175,217360,0.158,1,1380004385,450.419,0.089,74.07,11.259,625544,453.291,18213,13.198,9297749,6.74,-18213
India,Asia,04-07-2020,IND,samples tested,282.28,1.35,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,34,2.87745926,22771,16.501,442,0.32,242383,0.176,220489,0.16,1,1380004385,450.419,0.09,74.07,11.075,648315,469.792,18655,13.518,9540132,6.91,-18655
India,Asia,05-07-2020,IND,samples tested,282.28,1.4,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,23,2.862299733,24850,18.007,613,0.444,248934,0.18,223038,0.162,1,1380004385,450.419,0.092,74.07,10.819,673165,487.799,19268,13.962,9789066,7.09,-19268
India,Asia,06-07-2020,IND,samples tested,282.28,1.43,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,40,2.823721382,24248,17.571,425,0.308,180596,0.131,224471,0.163,1,1380004385,450.419,0.095,74.07,10.539,697413,505.37,19693,14.27,9969662,7.22,-19693
India,Asia,07-07-2020,IND,samples tested,282.28,1.46,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,22,2.801303384,22252,16.125,467,0.338,241430,0.175,228920,0.166,1,1380004385,450.419,0.095,74.07,10.485,719665,521.495,20160,14.609,10211092,7.4,-20160
India,Asia,08-07-2020,IND,samples tested,282.28,1.5,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,26,2.780378143,22752,16.487,482,0.349,262679,0.19,235312,0.171,1,1380004385,450.419,0.095,74.07,10.497,742417,537.982,20642,14.958,10473771,7.59,-20642
India,Asia,09-07-2020,IND,samples tested,282.28,1.53,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,34,2.753696096,24879,18.028,487,0.353,267061,0.194,240666,0.174,1,1380004385,450.419,0.097,74.07,10.357,767296,556.01,21129,15.311,10740832,7.78,-21129
India,Asia,01-06-2020,IND,samples tested,282.28,0.39,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,23,2.830975936,8392,6.081,230,0.167,100180,0.073,114802,0.083,1,1380004385,450.419,0.064,75.46,15.547,190535,138.068,5394,3.909,3837207,2.78,-5394
India,Asia,02-06-2020,IND,samples tested,282.28,0.41,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,22,2.817227462,8171,5.921,204,0.148,128868,0.093,119994,0.087,1,1380004385,450.419,0.063,75.46,15.751,198706,143.989,5598,4.057,3966075,2.87,-5598
India,Asia,03-06-2020,IND,samples tested,282.28,0.42,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,26,2.800857356,8909,6.456,217,0.157,137158,0.099,123010,0.089,1,1380004385,450.419,0.065,75.46,15.418,207615,150.445,5815,4.214,4103233,2.97,-5815
India,Asia,04-06-2020,IND,samples tested,282.28,0.44,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,21,2.80058455,9304,6.742,260,0.188,139485,0.101,125797,0.091,1,1380004385,450.419,0.067,75.46,15.031,216919,157.187,6075,4.402,4242718,3.07,-6075
India,Asia,05-06-2020,IND,samples tested,282.28,0.46,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,15,2.799312078,9851,7.138,273,0.198,143661,0.104,128934,0.093,1,1380004385,450.419,0.068,75.46,14.803,226770,164.326,6348,4.6,4386379,3.18,-6348
India,Asia,06-06-2020,IND,samples tested,282.28,0.48,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,15,2.806593509,9887,7.164,294,0.213,137938,0.1,130388,0.094,1,1380004385,450.419,0.069,75.46,14.512,236657,171.49,6642,4.813,4524317,3.28,-6642
India,Asia,07-06-2020,IND,samples tested,282.28,0.5,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,19,2.809494461,9971,7.225,287,0.208,142069,0.103,132766,0.096,1,1380004385,450.419,0.069,75.46,14.412,246628,178.715,6929,5.021,4666386,3.38,-6929
India,Asia,08-06-2020,IND,samples tested,282.28,0.52,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,25,2.780473168,9983,7.234,206,0.149,108048,0.078,133890,0.097,1,1380004385,450.419,0.071,75.46,14.184,256611,185.949,7135,5.17,4774434,3.46,-7135
India,Asia,21-03-2020,IND,samples tested,282.28,0,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,28,1.731601732,40,0.029,0,0,1325,0.001,1125,0.001,1,1380004385,450.419,0.019,76.39,53.209,231,0.167,4,0.003,15701,0.01,-4
India,Asia,18-06-2020,IND,samples tested,282.28,0.89,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,25,3.334823107,12881,9.334,334,0.242,165412,0.12,148075,0.107,1,1380004385,450.419,0.078,76.39,12.897,366946,265.902,12237,8.867,6249668,4.53,-12237
India,Asia,19-06-2020,IND,samples tested,282.28,0.91,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,29,3.304058529,13586,9.845,336,0.243,176959,0.128,151883,0.11,1,1380004385,450.419,0.078,76.39,12.81,380532,275.747,12573,9.111,6426627,4.66,-12573
India,Asia,20-06-2020,IND,samples tested,282.28,0.94,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,80,3.277576396,14516,10.519,375,0.272,189869,0.138,158473,0.115,1,1380004385,450.419,0.078,76.39,12.891,395048,286.266,12948,9.383,6616496,4.8,-12948
India,Asia,21-06-2020,IND,samples tested,282.28,0.96,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,78,3.229052212,15413,11.169,306,0.222,190730,0.138,164087,0.119,1,1380004385,450.419,0.078,76.39,12.828,410461,297.435,13254,9.604,6807226,4.93,-13254
India,Asia,22-06-2020,IND,samples tested,282.28,0.99,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,74,3.221156785,14821,10.74,445,0.322,143267,0.104,168051,0.122,1,1380004385,450.419,0.079,76.39,12.668,425282,308.174,13699,9.927,6950493,5.04,-13699
India,Asia,23-06-2020,IND,samples tested,282.28,1.02,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,80,3.182762968,14933,10.821,312,0.226,187223,0.136,173807,0.126,1,1380004385,450.419,0.08,76.39,12.527,440215,318.995,14011,10.153,7137716,5.17,-14011
India,Asia,24-06-2020,IND,samples tested,282.28,1.05,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,81,3.173287913,15968,11.571,465,0.337,215195,0.156,181236,0.131,1,1380004385,450.419,0.08,76.39,12.423,456183,330.566,14476,10.49,7352911,5.33,-14476
India,Asia,25-06-2020,IND,samples tested,282.28,1.08,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,103,3.148138363,16922,12.262,418,0.303,207871,0.151,187302,0.136,1,1380004385,450.419,0.081,76.39,12.35,473105,342.829,14894,10.793,7560782,5.48,-14894
India,Asia,26-06-2020,IND,samples tested,282.28,1.11,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,75,3.120099674,17296,12.533,407,0.295,215446,0.156,192800,0.14,1,1380004385,450.419,0.081,76.39,12.284,490401,355.362,15301,11.088,7776228,5.64,-15301
India,Asia,27-06-2020,IND,samples tested,282.28,1.14,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,74,3.081816985,18552,13.443,384,0.278,220479,0.16,197173,0.143,1,1380004385,450.419,0.083,76.39,12.117,508953,368.805,15685,11.366,7996707,5.8,-15685
India,Asia,28-06-2020,IND,samples tested,282.28,1.17,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,22,3.043344256,19906,14.425,410,0.297,231095,0.167,202939,0.147,1,1380004385,450.419,0.083,76.39,11.998,528859,383.23,16095,11.663,8227802,5.96,-16095
India,Asia,29-06-2020,IND,samples tested,282.28,1.19,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,20,3.004643291,19459,14.101,380,0.275,170560,0.124,206838,0.15,1,1380004385,450.419,0.085,76.39,11.768,548318,397.331,16475,11.938,8398362,6.09,-16475
India,Asia,30-06-2020,IND,samples tested,282.28,1.22,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,21,2.980206055,18522,13.422,418,0.303,210292,0.152,210134,0.152,1,1380004385,450.419,0.086,76.39,11.616,566840,410.752,16893,12.241,8608654,6.24,-16893
India,Asia,09-06-2020,IND,samples tested,282.28,0.54,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,29,2.800471121,9987,7.237,331,0.24,141682,0.103,135720,0.098,1,1380004385,450.419,0.071,76.85,13.993,266598,193.186,7466,5.41,4916116,3.56,-7466
India,Asia,10-06-2020,IND,samples tested,282.28,0.56,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,90,2.800244411,9985,7.235,279,0.202,145216,0.105,136871,0.099,1,1380004385,450.419,0.072,76.85,13.892,276583,200.422,7745,5.612,5061332,3.67,-7745
India,Asia,11-06-2020,IND,samples tested,282.28,0.59,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,23,2.82714365,9996,7.243,357,0.259,151808,0.11,138632,0.1,1,1380004385,450.419,0.072,76.85,13.931,286579,207.665,8102,5.871,5213140,3.78,-8102
India,Asia,12-06-2020,IND,samples tested,282.28,0.62,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,19,2.856134572,10956,7.939,396,0.287,150305,0.109,139581,0.101,1,1380004385,450.419,0.072,76.85,13.807,297535,215.604,8498,6.158,5363445,3.89,-8498
India,Asia,13-06-2020,IND,samples tested,282.28,0.64,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,18,2.875146039,11458,8.303,386,0.28,143737,0.104,140409,0.102,1,1380004385,450.419,0.074,76.85,13.587,308993,223.907,8884,6.438,5507182,3.99,-8884
India,Asia,14-06-2020,IND,samples tested,282.28,0.67,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,25,2.865182194,11929,8.644,311,0.225,151432,0.11,141747,0.103,1,1380004385,450.419,0.075,76.85,13.355,320922,232.551,9195,6.663,5658614,4.1,-9195
India,Asia,15-06-2020,IND,samples tested,282.28,0.69,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,32,2.86381248,11502,8.335,325,0.236,115519,0.084,142814,0.103,1,1380004385,450.419,0.076,76.85,13.186,332424,240.886,9520,6.899,5774133,4.18,-9520
India,Asia,16-06-2020,IND,samples tested,282.28,0.72,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,75,2.885531827,10667,7.73,380,0.275,146936,0.106,143565,0.104,1,1380004385,450.419,0.076,76.85,13.138,343091,248.616,9900,7.174,5921069,4.29,-9900
India,Asia,17-06-2020,IND,samples tested,282.28,0.86,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,19,3.361812097,10974,7.952,2003,1.451,163187,0.118,146132,0.106,1,1380004385,450.419,0.076,76.85,13.202,354065,256.568,11903,8.625,6084256,4.41,-11903
